Date,ticker,Open,High,Low,Close,Volume,Daily_Returns_%,MA_20,BB_upper,BB_lower,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_%K,Stoch_%D,Close_t+1,Close_t+7,Close_t+30,Close_t+90
2014-01-05,DOGE,0.00030049300403,0.00031213799957,0.00024660700001,0.00027072400553,245107.0,-10.007346849349608,0.0004735312511919,0.0008872952124919,5.976728989204219e-05,47.45010471776655,-1.199019553504684e-05,2.3010883658856125e-05,-3.500107919390297e-05,3.6187650433626968,4.70674813721486,0.00025455298601,0.00034528799006,0.00116063002497,0.00047043999075
2014-01-06,DOGE,0.00027145500644,0.00029033998726,0.0002264270006,0.00025455298601,265529.0,-5.973249209408582,0.0004728319006979,0.0008880992739167,5.756452747923398e-05,36.77650927894278,-2.166479577325075e-05,1.4075747772434752e-05,-3.5740543545685505e-05,4.096277919236223,4.847402740360574,0.00022456000443,0.00027759600198,0.0013024599757,0.00045993900858
2014-01-07,DOGE,0.0002552010119,0.00028365600156,0.00021972099785,0.00022456000443,212892.0,-11.782608426687936,0.0004659783502585,0.0008933219399927,3.863476052422341e-05,7.249731337966281,-3.139032103437059e-05,4.982534011073684e-06,-3.637285504544428e-05,0.9956659660775876,2.903569642892169,0.00022753399389,0.00034164098906,0.00130601995625,0.00045772301382
2014-01-08,DOGE,0.00022287700267,0.00023765600054,0.00020302800112,0.00022753399389,174256.0,1.3243629325484283,0.0004192305503245,0.000707775790688,0.0001306853099609,9.488463130473022,-3.841506877736339e-05,-3.696986546613731e-06,-3.4718082230749664e-05,4.87487398411227,3.3222726231420268,0.00024558900623,0.0004132319882,0.00112419005018,0.00045085398597
2014-01-09,DOGE,0.00022719700064,0.00026891200105,0.00021217500034,0.00024558900623,314644.0,7.935083470968562,0.000396316700063,0.0006615317425719,0.000131101657554,10.054942467533394,-4.204072407278667e-05,-1.136573405184832e-05,-3.067499002093835e-05,10.011338616446713,5.29395952221219,0.00037344600423,0.00038439000491,0.00108135002665,0.0004413590068
2014-01-10,DOGE,0.00024553999538,0.0003743149864,0.00024050299544,0.00037344600423,570553.0,52.06136869182934,0.000395305050916,0.0006607167397437,0.0001298933620882,34.969587432005994,-3.42028219814768e-05,-1.5933151637774018e-05,-1.8269670343702785e-05,50.576043602961775,21.82075206784025,0.00035643999581,0.00041546599823,0.00129070994444,0.00034719100222
2014-01-11,DOGE,0.00037294800859,0.00050853798166,0.00033410999458,0.00035643999581,986660.0,-4.553806501441704,0.00039738895066,0.0006607847658907,0.0001339931354292,38.59218613266092,-2.9028844410889638e-05,-1.8552290192397145e-05,-1.0476554218492492e-05,50.214887340166825,36.93408985319177,0.00034528799006,0.00058799999533,0.00141400005668,0.00044012800208
2014-01-12,DOGE,0.00035864399979,0.00037487898953,0.00032272099634,0.00034528799006,296158.0,-3.128718965630484,0.0003920940995165,0.0006551939298159,0.000128994269217,37.98957264460124,-2.5533963930675782e-05,-1.9948624940052872e-05,-5.585338990622914e-06,46.56460749415656,49.11851281242838,0.00027759600198,0.00069676799467,0.00181151996367,0.00042011300684
2014-01-13,DOGE,0.00034407599014,0.00034407599014,0.00026019799407,0.00027759600198,391890.0,-19.604501178346023,0.0003716965489735,0.0005999513576415,0.0001434417403054,35.70539632648534,-2.7904755037395164e-05,-2.153985095952133e-05,-6.364904077873832e-06,24.407633639942755,40.395709491422046,0.00034164098906,0.00125308998395,0.00181777996477,0.0003893020039
2014-01-14,DOGE,0.00027824600693,0.00035372801358,0.00027592599508,0.00034164098906,577691.0,23.07129303851223,0.0003594435496784,0.000564202682954,0.0001546844164029,42.554373283396586,-2.4335207732432875e-05,-2.209892231410364e-05,-2.2362854183292336e-06,45.37086938577373,38.78103683995768,0.0004132319882,0.00181420997251,0.00157195003703,0.00046138098696
